chem_name,tox_class,score,n_refs,ref_list,ptx_code
Cyproconazole,hepatotoxicity,7.0,4,"32194361,34273450,29294346,28058446",PTX067
Cyprodinil,genotoxicity,3.8,2,"22389207,33211291",PTX221
Cyproterone acetate,genotoxicity,3.16,25,"25058030,31234253,15582357,7586127,8099540,10607737,7788841,9465929,10545424,17123861,2860980,8813132,8462531,15135643,11393581,1347714,18277466,9437555,7542174,8640927,8631143,17719740,9804880,25440904,10326863",PTX108
Cytarabine,neurotoxicity,3.29,226,"2768785,18844999,2057413,3457102,8742032,11960272,8156541,3906761,19050889,22539243,30537919,2578602,11019787,18191947,27571129,2245495,8435808,18782177,16973216,20225195,29698743,11843810,20532508,6496539,9403207,16172175,2372760,16396765,21270946,6896013,16594237,1734087,17971588,1588374,3925559,22035418,8394169,8689347,7985476,8579586,22438677,11354696,18839172,16707804,1381940,4518764,21633390,1613540,10797527,16211984,15567516,16947320,1389541,11070476,20121554,21645334,7525188,3013396,28130818,20652214,22654527,27383219,1648599,8590845,19034447,33512026,10901609,22129734,32544924,12915019,14872029,7537364,25204639,17658395,7306918,20953896,17907593,3287017,18772215,9053511,25749825,2778484,12426685,10103100,20578038,32606608,25564269,8874342,10071595,21217964,9738568,2131034,22474505,396791,8445943,36419121,21064136,21654882,12485901,16146534,6385604,12942571,11953532,11990514,17170721,284172,1467513,14615443,21445266,22977788,18045196,7943613,3476181,21151585,11461962,27132696,32365382,15794179,22212197,8504443,28165611,36198540,22228634,1868435,12454752,12488408,8614508,15217926,24987945,22619690,18437012,3841220,6888324,10715301,2767107,3892703,17134114,8265445,9092694,3428138,25568347,36127544,10561356,4033929,24931518,6752689,18559610,19430564,20967518,20953897,3470173,15551283,16635431,16826348,11380234,29946854,29288428,4070631,22857737,21998617,10963643,12707070,17233473,12860951,8416707,18310533,20970380,20572029,3432298,21170569,3165047,1961042,3047654,3332167,19933047,11241435,14597744,1688932,18034899,32170867,18836794,9130619,20877724,24947495,2200610,29156200,2011096,3455842,27497340,18766969,15981233,7906900,18067778,19593137,9003155,3978659,24101038,8916313,12590940,2653080,19041267,15634030,21229289,17594344,11198208,18755251,17414574,35102789,17125495,2553238,8374873,12153475,17947720,28614773,18704421,17209054,26688235,24745349,25655468,18040669,22230541,12934079,19696967,3463209,3418727,25521979",PTX100
DEET,neurotoxicity,3.35,14,"8637057,7595461,14751452,19836673,31069958,21848865,8258389,18274958,11339626,14713564,8954750,14677793,25101788,1397799",PTX206
Dasatinib monohydrate,cardiotoxicity,3.92,26,"31280457,35152199,19502192,19734999,18664550,22843568,33068232,19789626,31711851,24037637,33685352,29466183,31520926,26198824,20345830,19606213,20399520,32152879,20045709,32124237,26598548,20386534,20832415,29975149,30086328,32348984",PTX156
Dexamethasone,neurotoxicity,1.16,172,"19526038,24523910,7729802,18024372,17209054,19708032,8104320,6384162,8780045,23687982,24861981,15773051,23832430,23688838,16724577,7597145,24166587,11726728,24686045,23894578,17437241,22364526,27866096,21243395,18310533,12426685,27906952,22546346,23698496,15068314,18070713,34725500,33078986,8635566,9217082,10233375,33314568,14597744,27571129,1379841,28130818,12685831,22012966,32593455,7512506,17938425,11464982,21245421,7107353,31200328,31068561,1381940,35132679,11299847,16129520,29499248,21453761,7824546,33713967,19602844,27132696,12057095,8094795,21699468,32954433,10626948,8593572,17594344,17724360,24064060,12720151,11990514,21640799,11743984,16757429,8757846,19158148,7063571,28394848,33512026,9761426,9021756,6696821,7426903,16777341,27816694,4066227,8490825,9413254,28628558,34388022,22961473,8697399,10678756,24947495,11380234,26873551,9007130,29436137,22048647,8911675,17133953,20038443,20336484,25426952,6245744,27155536,15693790,24107130,27052459,17924208,17654660,3940623,30796199,15380328,26956432,19878709,19738521,26952122,18468644,15138347,8787853,28614773,9128164,23816834,7798922,10386988,36708469,18782177,30229385,9738568,25891006,9840720,22585692,19800909,34655168,21986892,12942571,20121554,11865628,25132599,11843810,33338551,19164857,22341215,19020190,6480455,18191947,25655468,34627953,36075474,12044505,23416428,25665056,17617780,1902547,1637134,29524569,8613810,9225955,11929036,25856078,15849376,22237944,2882837,12601542,20572029,29064068,23581876,30888577,22312247,24534592",PTX031
Diazooxonorleucine,neurotoxicity,3.56,6,"22144112,18452953,15048852,4086244,15377862,18844999",
Diclofenac,hepatotoxicity,5.49,176,"35698810,18480146,28092840,18541695,33080439,29203276,26487432,15304311,21771673,9207985,19607853,30210009,7981423,21955289,3792922,8541344,26627130,2307831,10449188,21111035,27183920,9654706,36344803,14566034,9114978,8287508,24246759,25772430,1582111,19481141,12763371,31345115,9407344,27130197,11870366,32615451,11893420,3797366,9765339,15500411,17241877,23506792,20930354,34187111,8014443,33984239,19174782,3178321,16359179,7612373,30645151,23208430,8477004,26491234,27313093,18419141,14615966,15122773,30483860,27092633,19000659,8045918,17998295,32458261,14599462,11717171,8462374,25849576,21053927,17549590,27497634,28253087,35265214,24752500,28535741,14575648,22330146,10975605,21386809,12512877,9168252,21321060,10979111,9715830,15695022,22227826,27671914,34422219,21434381,22998212,2232043,9298253,28062205,36271578,20086033,10749341,19063590,26424593,34157463,16990511,11992736,22499717,31766895,22445086,22285467,18191430,27092500,17097122,29392957,35952865,19932139,32372211,29871962,12871048,10064567,8532609,36674967,8605291,18801949,36284948,9862754,12781629,28717109,31353658,35306043,23939143,18227147,12781628,28614776,11387019,8816722,19689281,19912067,15931767,35748891,20553011,28069987,18405372,21263458,11191738,19805476,17662147,18524759,25663337,20872616,25051504,15822174,19948161,22331495,24085192,16828827,12238146,17286266,21042470,23397584,21151465,23721565,28762043,28138970,14986274,24747151,16504461,20843939,22931300,36442613,18246545,30925002,19362101,22447115,21170329,19332084,26921665,20981297,21846403,35537566,17723920",PTX039
Difenoconazole,hepatotoxicity,6.02,4,"32480235,35897858,32194361,28679351",PTX167
Dimethyl sulfoxide,genotoxicity,2.46,279,"7694109,11762857,12434296,12694745,22675468,19785738,2351283,22276160,20605189,21768606,11538999,20842121,2046705,20824186,15979099,22614568,2924392,21617943,21218107,22223950,19486860,30036573,16242184,20157557,20803363,21887375,18573685,21435260,32497684,19969526,22246181,11849739,22539965,19826600,6329328,21663649,20017923,17305403,22693632,19875433,20030572,11287308,20111678,22355404,21637552,11922910,16227187,1996128,22235259,22960109,2996876,19725983,17680492,20591183,15576234,19337519,15158564,21637555,21695378,11330486,19903334,22707954,31185601,12482246,1820340,2637158,21859351,18977458,21734832,11230554,20126263,12909261,17908297,21217819,22888301,10350592,18692594,31561892,20682480,19393669,20488941,19917085,21029445,11270977,12787822,22889322,19556056,18267022,20706634,15635149,2107398,20547488,15602821,22272055,17479252,16930478,2899015,34762139,11943614,19212761,20684776,21389083,11320145,15001288,22545045,14986321,21637430,20386668,22629137,22140550,15612470,21469681,18330787,16267011,21524306,1828534,4049406,14647976,11255757,19447157,21128795,21432234,21716927,12001250,4010697,10333535,19366437,10521680,15661616,22666406,22327778,12527032,7040069,21873647,16226281,20938648,17408496,15238231,18166334,25552518,30417290,12361925,18940470,14700526,16818251,11763030,2666814,22363533,21637553,20574074,19407812,2086312,31561887,22509344,12437955,21085632,18570639,20026395,20844576,22049530,15746904,21980536,18347083,22523586,11106795,12020598,18569599,21200426,35343205,15046782,22345990,11978548,22514700,22084710,19351425,23026699,21107724,24040048,19002846,22126612,19248815,16364533,17042939,21925229,21483593,17447795,19878573,16818242,19495960,19101832,6621592,17334590,16682170,20872829,22144829,15603527,22325354,12872717,1374533,2202896,22300514,21315815,21835262,12697061,12642583,32949728,20107585,27526694,2377173,23755955,21714911,15099823,16140623,22415824,22008149,11423343,19293795,16079077,20152927,15324746,20006732,18325085,35653968,27235553,17932621,12872718,20433889,21556202,19497421,15348580,20026473,21801448,10618175,19217155,22069077,15201986,22216194,34018885,19484131,21386925,11673128,1800895,20508844,22300585,9360720,21637586,7624887,20981287,2327943,22238510,9258333,23246611,16640906,11999389,21637622,16137733,20734936,21753906,17618029,22131634,19477262,15507382,21541030,19789626,20041756,1553758,22666120,21052491,21127987,22379769,12110625,20591176,26782463,14513206,22832726,19662224,17626635,14706521,28124617",PTX004
Diphenylamine,nephrotoxicity,1.68,5,"21487531,8655099,22423898,18227911,2353418",PTX033
Diuron,genotoxicity,2.42,15,"18703238,25498420,26086120,19812366,28326483,27078212,24291084,20574074,30010034,26994368,27777339,22115909,16730112,33052562,19875433",PTX214
Droperidol,cardiotoxicity,1.68,6,"20601449,22488335,24590313,18343950,505448,12042225",PTX151
Dutasteride,hepatotoxicity,2.7,2,"32279398,23956101",PTX135
Enalapril,nephrotoxicity,1.82,33,"3030332,21317676,11349731,24233240,16060089,29987455,12593533,22001954,2856051,10642944,10903974,22477817,8338921,10412883,2340976,1841039,22822941,11967807,8897568,12110003,2856270,20019017,11576878,15728788,10856453,1959395,27571604,16048605,14552108,30403908,20848129,1412441,22155090",PTX195
Epoxiconazole,genotoxicity,4.67,5,"35167857,29127838,31078888,27667677,31025280",PTX168
Erythromycin ethylsuccinate,hepatotoxicity,4.27,7,"6965509,8419773,1768482,2103790,2785700,6603894,6980110",
Estriol,genotoxicity,-0.2,9,"15177647,25856214,29053996,12202632,8441857,12110632,11071396,21056984,15525577",PTX114
Estrone,genotoxicity,0.98,35,"18087587,18708395,23606198,15177647,11392373,10728588,22285433,29053996,25856214,28985473,14623547,15472229,14577831,22513893,22279418,16818251,16093400,8828921,21056984,12110632,18618478,15041081,29210682,19843676,12202632,19628038,11358677,21106301,15178071,22232133,23994691,20109478,21768606,10566628,22084712",PTX120
"Ethanamine, 2-bromo-, hydrobromide (1:1)",nephrotoxicity,6.24,11,"1489674,8773180,2918855,3653576,15805072,1435756,6876565,8605287,2206987,23142791,2219163",
Ethanol,hepatotoxicity,5.72,972,"10369806,16085180,21365995,36266756,16344606,12711833,11394713,20394749,427687,9790456,23583009,2178468,23419394,22195249,20191055,17349925,1845298,5130154,21779578,8563001,22319234,1530143,8098376,22574294,34091077,6359860,18211314,14986283,19505373,17020953,26473939,11774950,9633991,31670060,25431325,25026348,6636205,23105571,21713086,22920575,30242628,15670660,24472085,24650230,25189124,27748873,21915343,36453646,34071962,11444723,5500036,21483544,2248079,22408755,34919988,15636498,32151596,22416728,22229131,20016708,11641824,21987217,22982442,31823815,17963456,18989143,21771700,12127441,17593074,7210015,33150506,1900138,21370947,11306107,11983042,1568731,32497278,15332488,15382170,15763544,22567196,25684328,20150243,19185565,6279382,17488516,19168428,17854137,16462037,12948875,1001294,23139132,35728710,23400920,18361509,2000638,16344603,30864294,7990219,30274140,3086565,12398154,21842452,3628097,34836041,2272522,8974351,8997458,1911407,14611810,12829996,22486562,21180469,27513663,3511825,15117562,22140391,16126138,2990501,6836572,17198069,16549397,23036218,19325051,23692951,21975853,21846403,12510244,8237856,28317417,4043713,7405688,15521572,3137321,16439473,12940921,23928830,8225222,20099833,11746853,16038423,17331349,19627207,12554600,29053935,21252049,21204648,20731548,24977149,23291573,21465807,19371623,6724188,23026607,11605310,11812920,33561913,9364195,36361110,32419644,11755151,26857817,6125357,17904264,17975011,23363576,16937512,10872641,11929388,31734308,22106945,30558807,20020985,21147608,18793587,2138114,32114934,19689281,28224174,19829996,16169115,1443417,29123032,11431742,20442819,19337428,31378953,23271284,32106572,9194414,15313185,3288497,18482574,11045865,3522704,7980652,2871842,22410436,22309822,7192662,8693047,20337505,22594656,12143040,22412856,7628290,35076108,20521628,19742242,19669265,21961524,21105289,18334496,20689125,1943482,11025149,30926569,11564003,28067819,9144448,6812183,20347918,18942775,22224048,22611380,6083701,50714,22530140,15991578,2886987,8337602,3283859,21941451,19371770,1440602,15763227,23943854,11410742,20727014,9772091,4018729,7264963,35761115,19788063,18325983,2370854,25911839,21042467,7641581,17681033,22001590,16227360,10609275,19034626,8143977,12359646,22003123,20353558,12020193,22289614,22707836,21969794,21151447,17952378,30308125,21557995,15703561,8427022,18486561,17450226,22271975,3548738,27544404,2018796,15345372,25766851,11714465,7826592,7362155,7028794,34483625,26548077,20046731,29730167,21681437,21822469,8798623,26033013,28983678,20707932,31809787,20576111,12533950,629816,705800,903875,20437682,2652152,16363067,20138203,30248395,18405671,16409862,19268559,11856821,32325186,36420657,21143878,3828067,17510198,19376194,21360558,34680130,3363219,10759684,34290264,9928624,30454834,6138290,12459120,22203864,14186209,17963319,16308269,2296774,18609744,22133982,15522260,7264962,20406160,22015132,22119170,14657518,17161567,22629095,20710057,6857662,668855,21540101,18697603,15731294,31002632,11584158,1523868,31784088,20583953,21929775,6487356,574767,20051454,16018804,21499557,18452597,10649673,11566570,22119904,22898065,18752532,9250536,21079425,26717532,16129119,34390780,15482378,22022156,21264291,12499657,6353294,19486336,23265624,17574213,4149842,21727224,18035409,19830046,26501338,25510733,21346803,9598299,36826472,18421452,21979090,22287855,20064906,22083028,22754926,12937155,16376022,35017030,22281157,29751030,22690244,1287266,22308658,29987966,22778112,19067386,21395487,22879745,17539815,6385764,12432973,31515823,36370889,16922458,17258234,15875925,11191738,21731390,10669057,19943335,7146622,21181011,10787391,17145147,16777477,21280631,24432383,18371952,29704510,8221026,23742171,17334531,15203443,21892616,16428028,15027101,228316,24863352,21067030,21490905,30889421,21415835,2708529,15236634,20216279,17498936,12733853,6846026,14581719,2260092,11835630,15166647,14670822,17910762,8620575,23669278,12375739,8291053,12490133,21971515,9349848,33814015,21151465,18972077,15099850,9183053,3553308,26196563,25111537,21699742,6744470,24095927,26912176,10357725,22666246,35961822,3761686,8462414,11704198,11744328,20859496,10644054,11825853,21737938,21838591,19330871,375714,22564350,10946830,21430925,25236742,31373507,17352036,19945514,9436623,18158840,31736373,34804361,20821823,22363296,7726572,22188652,21541070,20174653,20162053,15033988,7382090,21237678,14639920,7601489,25672339,22954498,22087105,20452916,18639619,18344107,19133309,20950441,19291822,26266409,11835631,6685304,21157638,33232716,15733027,18159037,15051845,6585100,19801828,12660848,18273721,22303057,23876821,7414619,19280709,12723896,12090358,12399155,18325728,15047986,16106395,6685305,3169206,32841696,11032766,22028977,411197,23394495,28424943,1350084,1929850,22449519,20021024,20020958,12748988,21844999,8359854,31747812,8445213,33001852,20851211,7598992,15239079,11275473,31930853,15514851,12683085,35713687,18004067,18752902,14559110,10924012,26775601,3426948,21713093,17854139,22484158,20657632,15349894,34946518,28478591,35822930,16941609,22314900,18243611,17927767,25974007,35056867,36268597,18697572,11468125,26169726,6309945,19033291,16400394,14595601,3508430,28168009,6962630,32249710,27497237,12074184,21234410,8912154,6359859,28599809,14964644,17167851,20104264,20138953,10940340,6141907,18071271,20927314,36863638,11641084,21225242,20448345,15448809,27355692,7281192,36535314,19857083,17501757,21268350,9972923,28675794,9699015,19101528,1610910,34225555,7934652,17467134,18761051,17392391,11746210,25053547,33029776,12455270,20880187,17875115,34831114,29986138,22279373,16487645,18283910,20519172,12163148,25859307,20557453,18350147,8742498,29976085,2781565,19055110,16937319,12184014,22432772,31094237,25460735,19501269,9138276,11133247,3903180,22888266,8974327,17877816,27544551,21525766,29592769,22563258,18541695,25881548,19539102,11915034,20953424,1669007,11596276,10535745,35274962,22778191,24881564,12957296,2226767,21188056,10759216,19761367,20030090,20470213,6510240,8560485,1621360,29107287,22718675,22698911,16481451,495919,20953357,15268650,15831917,28888439,8174101,24507479,23305029,18835123,3245227,3987892,11714207,26305715,16790181,22617138,2877835,17995665,12006215,24569067,3940815,24396831,22819980,16619350,15481746,22056766,1609443,21105911,8615851,15629859,7746269,16861097,22719183,34898134,5569376,5997479,22359469,722405,22480215,1687856,1179434,15731202,27268385,22235884,22011590,25623401,2165642,28785146,17637489,29757947,22125458,19362607,34543650,3735458,9862862,35575874,24817033,14696403,20618979,21966117,1310168,30553835,9989671,3652866,21869901,16487618,20663040,18481025,15820479,11812769,18949895,8045508,15961338,1859464,27057276,25697951,12546623,17453353,16839858,23518682,27794450,11878112,15044719,22022001,22262931,17886225,20177580,24272968,18018826,21660145,28294073,16573713,25602788,21752616,6147524,12879988,15349808,20452892,8262744,21750735,17122412,17567472,20659474,2422790,20482515,22228769,21633661,15513872,20814551,22781444,8749797,20531057,25314146,21633654,14534960,21193765,24696425,30609723,19814872,36115584,33672875,21170329,21688283,17021358,11989978,22250846,1174154,15649105,16381246,29681403,21995416,23064166,24597147,12820244,4699828,20843164,6877050,20390967,21466470,24556681,16052683,28442378,7903531,16317692,19223976,15821208,27896850,19463792,18338302,19779363,16579395,31207432,20502571,17163236,12017214,18752862,2729995,1816080,12643615,36647431,28637673,18601745,18320763,6532381,2190481,17304407,2117455,16499481,35178996,3361439,21586591,18439212,24331632,17938739,15253860,25301236,15036355,12806946,18036573,12746255,22404575,1432695,30338600,18358677,6751130,12475146,15603755,16105230,23942415,7494860,19332555,1602296,17919553,26452450,4344246,17567468,13232,18182172,21808535,26159875,21268348,3426693,6274729,12218354,15147833,26574140,4783020,7225144,27118496,12068258,25666961,27348013,16225107,28646813,17163821,17537997,19477265,7966525,12591016,20465840,21218043,19500645,12137556,28864499,2020965,20213329,35156864,16601813,6631231,23061292,22241291,17031162,27793734,10347108,18452419,14964423,12539070,7945202,21783677,24144995,6752494,28898587,24245902,16248859,35323216,19798529,23211441,12433812,21305846,12872613,17289008,20552315,15710220,19383935,17939344,19584954,20946019,12137557,1306529,18369930,21219409,8219401,16025513,25148871,15979062,2818646,28816585,33852948,17444412,20923955,3603586,12375317,412784,18824057,3567011,2593173,17994482,568375,3912875,18405372,9394700,20488686,22391023,21753880,25341677,34486349",PTX152
Ethoprop,neurotoxicity,5.09,4,"21907279,11276828,11334361,31324839",PTX002
Ethylparaben,genotoxicity,2.43,2,"27995640,19101832",PTX138
Etomoxir,hepatotoxicity,3.47,2,"19234235,21706388",
Fenhexamid,nephrotoxicity,3.39,1,22069658,PTX231
Fenitrothion,neurotoxicity,3.13,12,"24998969,2439699,2453943,4091657,6532379,3775780,6933967,2449534,32034696,33621872,989683,6738925",PTX113
Finasteride,genotoxicity,0.11,5,"18381236,22272032,35447441,22015851,22279418",PTX112
Fingolimod,neurotoxicity,1.84,13,"23435938,24142108,31664682,36410428,27671228,36047496,23471662,12831371,14766378,28134307,21280082,21406175,27943027",PTX024
Fipronil,neurotoxicity,4.18,31,"28322794,21167920,32940837,30909129,25868821,30296754,34301358,34352653,32156210,32822938,22035056,8917493,33870811,33771263,27374426,31482323,21577249,35085654,34044035,20004241,16611622,27067106,27313094,21621551,33871813,26097143,24008047,18977280,30777931,18032333,34345985",PTX088
Flecainide,cardiotoxicity,3.63,16,"28195943,21693436,23261645,8383739,20172626,2555639,29274391,29512803,22882363,23700986,29758359,23708811,15272206,30515668,24052561,17452686",PTX150
Flonicamid,neurotoxicity,3.68,1,21382912,PTX217
Fluazifop,nephrotoxicity,4.32,1,27378613,
Fluconazole,nephrotoxicity,2.67,90,"24034280,21694882,17605773,18019830,21854638,11374405,9870832,22112365,16117974,33882845,11735605,20606829,16542031,22750767,11813465,32547022,36688321,19296134,17879355,16895593,17207609,14748798,19308672,16519252,15734518,12076388,22690315,18690854,18250577,10859429,28656554,10225990,9342068,21993569,15148956,14719990,7742427,10508025,8477116,7520007,9871965,19745688,18279532,1756695,20540025,28198656,19071894,11789423,20941340,19337435,11573851,22641273,10980058,29102349,15838017,30683041,20130772,8442906,36543294,18812562,20623750,12507161,8757357,19441980,11715729,9503557,34967358,17319962,25188769,26875911,17722276,14689198,22633524,12910598,17580253,16519249,19239558,15101785,17419744,21420575,22294858,35923125,16218884,32343003,15250019,11012295,17092323,9165556,18663660,19665407",PTX157
Fluoxetine hydrochloride,neurotoxicity,2.24,84,"17320075,981783,16466332,30195060,36607586,8764359,9804303,31593710,8307124,16541247,31200328,25560591,3258013,31606639,21562604,24412497,19682588,24325902,15677439,21577249,35304135,21194811,25239852,21377878,22131947,21802268,30987769,10812043,26446044,22515819,18519135,17724664,20174647,17603905,21124854,2785159,17870537,23131584,17328712,21217874,2380160,17826870,22523492,22166439,30411583,22985508,8102623,22026961,34626640,22069702,23600401,21557581,19877499,17602794,27861613,7982528,19616025,2433425,22015434,31945523,36257440,15169827,11044894,27508960,11169768,34051656,28395202,7498296,21595923,32061655,21288472,23574442,36423854,3876943,16510482,20174577,21689105,22652317,24321649,34609419,11077072,34935529,15362595,35550413",PTX035
Flupyradifurone,cardiotoxicity,5.16,1,34091267,
Flutamide,hepatotoxicity,5.45,97,"7683180,20214587,26256037,22813719,20553011,23739989,14971714,16294367,28717109,19548358,18607612,10659414,25371773,12131306,18411402,9872026,9019217,21735453,28069987,20843939,22795685,27569425,17845544,22331495,15015823,17299064,8014883,17403914,16222870,8117876,10473987,8943975,21301018,22843567,34090906,35080685,16932279,23397584,11792276,9351544,19442681,9381745,24809893,19958826,19339378,19903043,23956101,8183002,25862351,9324896,18832480,20829430,12693464,19481141,9759603,26921665,8855797,16507648,15802316,21321060,11685939,16699857,25086301,15604569,25051504,31252607,21540358,14997310,24552865,10673793,9120902,9267134,9742783,8110241,14519954,9170575,17073576,22258563,32876521,32682830,9493165,22931300,28138970,19501153,7490837,8668793,10215102,11333662,24793618,23872177,17900172,24747151,22985946,28762043,11411099,22271975,24085192",PTX119
Fulvestrant,genotoxicity,2.13,20,"28985473,18634860,16462019,11896754,15319301,15645127,22439007,29362861,17268063,9276643,17156947,15119192,18973785,18497090,17909072,32986415,15548639,20951759,17272310,18473748",PTX132
Furosemide,nephrotoxicity,7.75,170,"8033751,3227502,26757005,7714777,3172294,20108541,2909288,8553380,3768510,5488206,21317676,21503209,21491811,35418292,6460885,20862348,7900161,7362227,3736739,8558842,28276070,21642071,15219060,21455790,5074752,8375728,27943125,11503974,34859872,6784924,720079,2032820,20886058,851123,668378,12698179,6890469,7967229,501148,7201831,7191768,16356794,15841080,10616835,31831529,19341836,2109913,19887593,35182603,17113735,3322181,421210,32500843,12719883,15788979,4051876,12387435,7251525,17557559,6286502,35348900,31159750,35509178,18828115,4703097,20640201,22131986,937379,7391978,11987507,2623196,15292922,10609804,872137,12196055,7969286,21800174,18411631,22264570,6830203,7340881,7107971,6889863,7235657,968459,11070820,3053209,159127,35739472,5289757,2576725,36127547,11763992,118952,17879355,22069563,11801579,7211851,19955665,7235811,22145079,32885583,14530108,15880021,21911794,3612527,6684010,2601254,7322842,3778981,7032775,549009,12457304,21738526,16136217,1405611,9419457,6294784,6277229,11735605,6785722,18523527,17658154,11889306,6861853,29926012,16949381,2675557,2812167,17313917,398013,19830166,8305788,7236500,11041285,1874198,23233039,9254992,10924574,29860548,6697885,16530908,22811691,12082335,6420135,1247926,18093429,21911980,4948857,12853687,15615478,18841734,17596207,11668166,20888013,634773,22272048,4040218,11321358,9927057,22699924,21703556,20620467,3447792,3542269,28707190,8314287,2973010,2456393,2774830",PTX197
Genistein,genotoxicity,2.14,67,"21637673,8137309,31017483,24359664,12908908,18554770,15586444,12909261,19059355,15671057,36134584,9729267,17981702,19732843,11741320,15177650,11525599,19289110,14751666,17458941,26032169,17688899,9662412,17292661,12387305,18293940,15901918,18497090,12489117,7656220,18940470,20422012,22843076,17601753,36542950,12663286,22431602,17065199,9225019,12270214,14690798,16416008,18092837,17593413,22247744,16001171,35334882,33440675,15914213,12171629,10809772,20600542,14755680,17510977,21520487,30536621,22072630,19690995,19443942,32613603,28985473,27628123,12840108,27813122,29941649,33527240,18922022",PTX028
Haloperidol,neurotoxicity,2.29,109,"7486623,8584620,2380160,13903,33523404,24556705,3841192,9360014,1899117,3100965,11441209,24160710,15508939,10739324,25647612,4027575,17092607,3876139,2159831,11274875,2898576,3089336,17442543,28336342,29730027,9750003,11927170,22133307,33291692,12445574,17198209,16025420,17069804,22037410,8961772,2715145,24971362,36342586,12618056,8666047,15258451,3959761,21076901,10980261,33068931,29608114,22773435,6123407,3995358,1283403,36385437,8373932,2889659,7486639,15019964,16567023,22390943,33970844,10856442,16500086,12393773,22241281,10448427,7377401,15639785,35876936,8071874,17141345,6423702,2569693,9555021,15862515,8930783,1599504,8815956,7974204,6686715,15319335,3280563,37751,36253,26561842,15168214,8138969,28738100,8301579,4138314,3258974,16782505,18520985,2535431,8959034,11850154,10562963,3081054,9042387,15298664,1980848,8278454,18842668,15871910,21300198,23466107,4766648,10494878,21878360,12043843,8584621,10442855",PTX084
Haloxyfop,neurotoxicity,4.98,2,"36462742,32289526",
Hexachlorobenzene,immunotoxicity,5.6,21,"17699548,12383714,9601932,10207981,25823813,3298035,34677112,11119253,31387069,12826388,2176797,20562056,15471725,11697490,12222155,8597081,14644672,10502545,6677458,2136961,9465272",
Hexachlorophene,neurotoxicity,3.21,20,"1137506,7377265,663941,1137505,6939279,16797711,4206035,6506093,3632046,7211199,4798141,2906023,6837272,1128994,32870474,1117313,4431666,32949729,27555423,2616062",PTX080
Hydrocortisone,neurotoxicity,-0.51,82,"21064136,21687761,30529634,12555249,24592867,2267422,22018079,21969106,24662962,29729985,7704446,23255437,2578602,8656680,17971588,11282259,18281672,7666079,10694555,20064786,11354696,11745301,30537919,19164857,7729802,17594344,20973838,7894471,33970902,1381940,15514410,11019787,36030852,21431057,11842446,15677408,17047310,7978102,8919848,28130818,8689347,18437012,11070476,18568056,20191045,32888589,22794529,24501793,16541247,15996533,22175526,7063571,34725500,10591869,26290363,22209359,18513404,8632988,36044784,20440908,25665056,21412817,12099581,22706518,29366690,28810189,25220683,23255436,15794179,284172,31884009,19877499,19362426,11205419,22596206,17309521,21115460,7824546,28652501,22393386,29351245,28698013",PTX127
Hydroxyurea,genotoxicity,3.69,209,"27863419,22447833,18074021,17182857,16431910,21052491,21490603,31147439,16930478,19464357,22323608,20386668,1986285,22704343,16273241,17396146,14580901,36841969,10198210,15197179,22615860,18250621,26667770,29228353,2918861,6717458,23096362,20440269,12629512,3807938,14993292,21170359,16098139,16997331,33570176,18256544,19374252,21943249,22661230,24049076,19074854,19571309,34031038,29522548,27113759,21372708,22333915,12847089,21967861,17374387,1717845,12416620,21731742,21525980,1588672,16260606,22925776,31508660,17140446,20682043,25806814,32161147,22025679,29512872,23094637,14981162,15122316,12929121,31597699,12839962,21791393,15064746,16344551,22578086,29298824,17622968,19407812,22522598,15120960,19747535,17085973,8432480,22918952,19056684,32482060,20090835,20945455,17272723,11313858,2014007,16446402,25817892,20856872,6704084,19812063,11000264,19723888,7083467,24184448,16407842,24741789,19407858,12955082,19961617,18504617,17786047,29679812,22277748,23160493,16107698,21471937,23780875,22665142,1860629,21440578,31090259,26733669,17726372,11876507,20844576,21698130,30525240,8797886,22003191,28098859,23319600,24906880,11390642,2117252,11255210,24211769,20095849,12663536,20113479,22226529,22888040,21291918,28089177,14568290,11152973,16885023,24399300,22941594,24078015,18342608,16550342,22895166,23468117,2417114,23446853,22194930,17171376,20967229,12697061,19349216,18693109,21248468,21934293,11779799,20230905,25144319,26860083,19704001,34309121,22012708,27825931,21542824,21855649,22296825,18647660,9508360,25755297,2038270,18583959,17634129,29244158,11278582,20436286,22102830,19802007,24175654,17825044,24192836,21324902,22606354,9288458,19638579,22521144,14631870,19558638,3982435,12972057,22021692,11389927,19158081,20926829,8472327,12496996,19458191,18496848,22564307,22783238,15187259,20097740,16127667,24905824,10478336,12438004,16868089",PTX101
Hydroxyzine dihydrochloride,cardiotoxicity,0.78,2,"9526560,10664607",PTX153
Ibuprofen,nephrotoxicity,1.82,55,"10979111,12852704,19492485,1933130,1935150,11219488,3975749,8820499,11987507,19523510,311157,18161576,420719,22331206,3812531,15810899,21753897,11009046,36127547,6375363,19238454,8795442,20046466,12723747,6685136,29938546,34859872,7932183,12717465,23305077,29558665,22069672,3291741,6335023,8424133,19701861,7914617,23532925,7143649,34897282,19800206,10991954,11589252,12880547,21942591,21173011,29987455,18472996,17722233,6420135,8428401,24074058,35049408,9030680,22357916",PTX199
Imazalil,genotoxicity,5.03,10,"32242316,22661402,21986888,21868589,22963916,17361554,20601399,22317822,12298281,21937535",PTX061
